time,water_level
2014-07-15 07:48,0.62
2014-07-15 07:54,0.59
2014-07-15 08:00,0.56
2014-07-15 08:06,0.54
2014-07-15 08:12,0.51
2014-07-15 08:18,0.48
2014-07-15 08:24,0.46
2014-07-15 08:30,0.43
2014-07-15 08:36,0.41
2014-07-15 08:42,0.38
2014-07-15 08:48,0.36
2014-07-15 08:54,0.33
2014-07-15 09:00,0.31
2014-07-15 09:06,0.29
2014-07-15 09:12,0.26
2014-07-15 09:18,0.24
2014-07-15 09:24,0.22
2014-07-15 09:30,0.20
2014-07-15 09:36,0.18
2014-07-15 09:42,0.16
2014-07-15 09:48,0.15
2014-07-15 09:54,0.13
2014-07-15 10:00,0.11
2014-07-15 10:06,0.10
2014-07-15 10:12,0.09
2014-07-15 10:18,0.07
2014-07-15 10:24,0.06
2014-07-15 10:30,0.05
2014-07-15 10:36,0.04
2014-07-15 10:42,0.03
2014-07-15 10:48,0.02
2014-07-15 10:54,0.01
2014-07-15 11:00,0.01
2014-07-15 11:06,-0.00
2014-07-15 11:12,-0.01
2014-07-15 11:18,-0.01
2014-07-15 11:24,-0.01
2014-07-15 11:30,-0.02
2014-07-15 11:36,-0.02
2014-07-15 11:42,-0.02
2014-07-15 11:48,-0.02
2014-07-15 11:54,-0.02
2014-07-15 12:00,-0.02
2014-07-15 12:06,-0.01
2014-07-15 12:12,-0.01
2014-07-15 12:18,-0.01
2014-07-15 12:24,-0.00
2014-07-15 12:30,0.00
2014-07-15 12:36,0.01
2014-07-15 12:42,0.02
2014-07-15 12:48,0.02
2014-07-15 12:54,0.03
2014-07-15 13:00,0.04
2014-07-15 13:06,0.05
2014-07-15 13:12,0.05
2014-07-15 13:18,0.06
2014-07-15 13:24,0.07
2014-07-15 13:30,0.08
2014-07-15 13:36,0.09
2014-07-15 13:42,0.10
2014-07-15 13:48,0.11
2014-07-15 13:54,0.12
2014-07-15 14:00,0.14
2014-07-15 14:06,0.15
2014-07-15 14:12,0.16
2014-07-15 14:18,0.17
2014-07-15 14:24,0.18
2014-07-15 14:30,0.19
2014-07-15 14:36,0.21
2014-07-15 14:42,0.22
2014-07-15 14:48,0.23
2014-07-15 14:54,0.24
2014-07-15 15:00,0.25
2014-07-15 15:06,0.27
2014-07-15 15:12,0.28
2014-07-15 15:18,0.29
2014-07-15 15:24,0.30
2014-07-15 15:30,0.31
2014-07-15 15:36,0.32
2014-07-15 15:42,0.33
2014-07-15 15:48,0.34
2014-07-15 15:54,0.35
2014-07-15 16:00,0.36
2014-07-15 16:06,0.37
2014-07-15 16:12,0.38
2014-07-15 16:18,0.39
2014-07-15 16:24,0.40
2014-07-15 16:30,0.41
2014-07-15 16:36,0.42
2014-07-15 16:42,0.43
2014-07-15 16:48,0.43
2014-07-15 16:54,0.44
2014-07-15 17:00,0.45
2014-07-15 17:06,0.45
2014-07-15 17:12,0.46
2014-07-15 17:18,0.46
2014-07-15 17:24,0.47
2014-07-15 17:30,0.47
2014-07-15 17:36,0.47
2014-07-15 17:42,0.48
2014-07-15 17:48,0.48
2014-07-15 17:54,0.48
2014-07-15 18:00,0.48
2014-07-15 18:06,0.49
2014-07-15 18:12,0.49
2014-07-15 18:18,0.49
2014-07-15 18:24,0.49
2014-07-15 18:30,0.49
2014-07-15 18:36,0.49
2014-07-15 18:42,0.49
2014-07-15 18:48,0.48
2014-07-15 18:54,0.48
2014-07-15 19:00,0.48
2014-07-15 19:06,0.48
2014-07-15 19:12,0.48
2014-07-15 19:18,0.48
2014-07-15 19:24,0.47
2014-07-15 19:30,0.47
2014-07-15 19:36,0.47
2014-07-15 19:42,0.47
2014-07-15 19:48,0.46
2014-07-15 19:54,0.46
2014-07-15 20:00,0.46
2014-07-15 20:06,0.46
2014-07-15 20:12,0.45
2014-07-15 20:18,0.45
2014-07-15 20:24,0.45
2014-07-15 20:30,0.45
2014-07-15 20:36,0.45
2014-07-15 20:42,0.44
2014-07-15 20:48,0.44
2014-07-15 20:54,0.44
2014-07-15 21:00,0.44
2014-07-15 21:06,0.44
2014-07-15 21:12,0.44
2014-07-15 21:18,0.44
2014-07-15 21:24,0.44
2014-07-15 21:30,0.44
2014-07-15 21:36,0.45
2014-07-15 21:42,0.45
2014-07-15 21:48,0.45
2014-07-15 21:54,0.46
2014-07-15 22:00,0.46
2014-07-15 22:06,0.47
2014-07-15 22:12,0.47
2014-07-15 22:18,0.48
2014-07-15 22:24,0.48
2014-07-15 22:30,0.49
2014-07-15 22:36,0.50
2014-07-15 22:42,0.51
2014-07-15 22:48,0.51
2014-07-15 22:54,0.52
2014-07-15 23:00,0.53
2014-07-15 23:06,0.54
2014-07-15 23:12,0.55
2014-07-15 23:18,0.57
2014-07-15 23:24,0.58
2014-07-15 23:30,0.59
2014-07-15 23:36,0.60
2014-07-15 23:42,0.62
2014-07-15 23:48,0.63
2014-07-15 23:54,0.64
2014-07-16 00:00,0.66
2014-07-16 00:06,0.67
2014-07-16 00:12,0.69
2014-07-16 00:18,0.70
2014-07-16 00:24,0.72
2014-07-16 00:30,0.74
2014-07-16 00:36,0.75
2014-07-16 00:42,0.77
2014-07-16 00:48,0.78
2014-07-16 00:54,0.80
2014-07-16 01:00,0.82
2014-07-16 01:06,0.83
2014-07-16 01:12,0.85
2014-07-16 01:18,0.87
2014-07-16 01:24,0.88
2014-07-16 01:30,0.90
2014-07-16 01:36,0.92
2014-07-16 01:42,0.93
2014-07-16 01:48,0.95
2014-07-16 01:54,0.96
2014-07-16 02:00,0.98
2014-07-16 02:06,0.99
2014-07-16 02:12,1.01
2014-07-16 02:18,1.02
2014-07-16 02:24,1.04
2014-07-16 02:30,1.05
2014-07-16 02:36,1.06
2014-07-16 02:42,1.08
2014-07-16 02:48,1.09
2014-07-16 02:54,1.10
2014-07-16 03:00,1.11
2014-07-16 03:06,1.12
2014-07-16 03:12,1.13
2014-07-16 03:18,1.14
2014-07-16 03:24,1.15
2014-07-16 03:30,1.16
2014-07-16 03:36,1.16
2014-07-16 03:42,1.17
2014-07-16 03:48,1.18
2014-07-16 03:54,1.18
2014-07-16 04:00,1.19
2014-07-16 04:06,1.19
2014-07-16 04:12,1.19
2014-07-16 04:18,1.20
2014-07-16 04:24,1.20
2014-07-16 04:30,1.20
2014-07-16 04:36,1.20
2014-07-16 04:42,1.20
2014-07-16 04:48,1.20
2014-07-16 04:54,1.19
2014-07-16 05:00,1.19
2014-07-16 05:06,1.18
2014-07-16 05:12,1.18
2014-07-16 05:18,1.17
2014-07-16 05:24,1.17
2014-07-16 05:30,1.16
2014-07-16 05:36,1.15
2014-07-16 05:42,1.14
2014-07-16 05:48,1.13
2014-07-16 05:54,1.12
2014-07-16 06:00,1.11
2014-07-16 06:06,1.09
2014-07-16 06:12,1.08
2014-07-16 06:18,1.06
2014-07-16 06:24,1.05
2014-07-16 06:30,1.03
2014-07-16 06:36,1.02
2014-07-16 06:42,1.00
2014-07-16 06:48,0.98
2014-07-16 06:54,0.96
2014-07-16 07:00,0.94
2014-07-16 07:06,0.92
2014-07-16 07:12,0.90
2014-07-16 07:18,0.88
2014-07-16 07:24,0.86
2014-07-16 07:30,0.84
2014-07-16 07:36,0.82
2014-07-16 07:42,0.79
2014-07-16 07:48,0.77
2014-07-16 07:54,0.75
2014-07-16 08:00,0.72
2014-07-16 08:06,0.70
2014-07-16 08:12,0.68
2014-07-16 08:18,0.65
2014-07-16 08:24,0.63
2014-07-16 08:30,0.61
2014-07-16 08:36,0.58
2014-07-16 08:42,0.56
2014-07-16 08:48,0.54
2014-07-16 08:54,0.51
2014-07-16 09:00,0.49
2014-07-16 09:06,0.47
2014-07-16 09:12,0.44
2014-07-16 09:18,0.42
2014-07-16 09:24,0.40
2014-07-16 09:30,0.38
2014-07-16 09:36,0.36
2014-07-16 09:42,0.34
2014-07-16 09:48,0.32
2014-07-16 09:54,0.30
2014-07-16 10:00,0.28
2014-07-16 10:06,0.26
2014-07-16 10:12,0.25
2014-07-16 10:18,0.23
2014-07-16 10:24,0.21
2014-07-16 10:30,0.20
2014-07-16 10:36,0.18
2014-07-16 10:42,0.17
2014-07-16 10:48,0.16
2014-07-16 10:54,0.15
2014-07-16 11:00,0.14
2014-07-16 11:06,0.12
2014-07-16 11:12,0.12
2014-07-16 11:18,0.11
2014-07-16 11:24,0.10
2014-07-16 11:30,0.09
2014-07-16 11:36,0.09
2014-07-16 11:42,0.08
2014-07-16 11:48,0.08
2014-07-16 11:54,0.07
2014-07-16 12:00,0.07
2014-07-16 12:06,0.07
2014-07-16 12:12,0.07
2014-07-16 12:18,0.07
2014-07-16 12:24,0.07
2014-07-16 12:30,0.07
2014-07-16 12:36,0.07
2014-07-16 12:42,0.08
2014-07-16 12:48,0.08
2014-07-16 12:54,0.08
2014-07-16 13:00,0.09
2014-07-16 13:06,0.09
2014-07-16 13:12,0.10
2014-07-16 13:18,0.11
2014-07-16 13:24,0.11
2014-07-16 13:30,0.12
2014-07-16 13:36,0.13
2014-07-16 13:42,0.14
2014-07-16 13:48,0.15
2014-07-16 13:54,0.16
2014-07-16 14:00,0.17
2014-07-16 14:06,0.18
2014-07-16 14:12,0.19
2014-07-16 14:18,0.20
2014-07-16 14:24,0.21
2014-07-16 14:30,0.22
2014-07-16 14:36,0.23
2014-07-16 14:42,0.24
2014-07-16 14:48,0.25
2014-07-16 14:54,0.26
2014-07-16 15:00,0.28
2014-07-16 15:06,0.29
2014-07-16 15:12,0.30
2014-07-16 15:18,0.31
2014-07-16 15:24,0.32
2014-07-16 15:30,0.34
2014-07-16 15:36,0.35
2014-07-16 15:42,0.36
2014-07-16 15:48,0.37
2014-07-16 15:54,0.38
2014-07-16 16:00,0.39
2014-07-16 16:06,0.40
2014-07-16 16:12,0.41
2014-07-16 16:18,0.42
2014-07-16 16:24,0.44
2014-07-16 16:30,0.45
2014-07-16 16:36,0.46
2014-07-16 16:42,0.46
2014-07-16 16:48,0.47
2014-07-16 16:54,0.48
2014-07-16 17:00,0.49
2014-07-16 17:06,0.50
2014-07-16 17:12,0.51
2014-07-16 17:18,0.51
2014-07-16 17:24,0.52
2014-07-16 17:30,0.53
2014-07-16 17:36,0.53
2014-07-16 17:42,0.54
2014-07-16 17:48,0.54
2014-07-16 17:54,0.55
2014-07-16 18:00,0.55
2014-07-16 18:06,0.56
2014-07-16 18:12,0.56
2014-07-16 18:18,0.56
2014-07-16 18:24,0.57
2014-07-16 18:30,0.57
2014-07-16 18:36,0.57
2014-07-16 18:42,0.57
2014-07-16 18:48,0.57
2014-07-16 18:54,0.57
2014-07-16 19:00,0.57
2014-07-16 19:06,0.57
2014-07-16 19:12,0.57
2014-07-16 19:18,0.57
2014-07-16 19:24,0.57
2014-07-16 19:30,0.56
2014-07-16 19:36,0.56
2014-07-16 19:42,0.56
2014-07-16 19:48,0.56
2014-07-16 19:54,0.55
2014-07-16 20:00,0.55
2014-07-16 20:06,0.54
2014-07-16 20:12,0.54
2014-07-16 20:18,0.54
2014-07-16 20:24,0.53
2014-07-16 20:30,0.53
2014-07-16 20:36,0.52
2014-07-16 20:42,0.52
2014-07-16 20:48,0.51
2014-07-16 20:54,0.51
2014-07-16 21:00,0.51
2014-07-16 21:06,0.50
2014-07-16 21:12,0.50
2014-07-16 21:18,0.49
2014-07-16 21:24,0.49
2014-07-16 21:30,0.48
2014-07-16 21:36,0.48
2014-07-16 21:42,0.48
2014-07-16 21:48,0.48
2014-07-16 21:54,0.47
2014-07-16 22:00,0.47
2014-07-16 22:06,0.47
2014-07-16 22:12,0.47
2014-07-16 22:18,0.47
2014-07-16 22:24,0.47
2014-07-16 22:30,0.47
2014-07-16 22:36,0.47
2014-07-16 22:42,0.47
2014-07-16 22:48,0.47
2014-07-16 22:54,0.47
2014-07-16 23:00,0.47
2014-07-16 23:06,0.47
2014-07-16 23:12,0.48
2014-07-16 23:18,0.48
2014-07-16 23:24,0.49
2014-07-16 23:30,0.49
2014-07-16 23:36,0.50
2014-07-16 23:42,0.50
2014-07-16 23:48,0.51
2014-07-16 23:54,0.52
2014-07-17 00:00,0.52
2014-07-17 00:06,0.53
2014-07-17 00:12,0.54
2014-07-17 00:18,0.55
2014-07-17 00:24,0.56
2014-07-17 00:30,0.57
2014-07-17 00:36,0.58
2014-07-17 00:42,0.59
2014-07-17 00:48,0.60
2014-07-17 00:54,0.61
2014-07-17 01:00,0.62
